MS.Zoning,Street,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.Type.2,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,Full.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Sale.Type,Sale.Condition,SalePrice
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1751.0,GasA,Ex,Y,SBrkr,1766,2,Ex,8,Typ,Gd,Attchd,2008.0,Fin,3.0,874.0,TA,TA,Y,New,Partial,395039
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,1080.0,GasA,Ex,Y,SBrkr,1080,2,Gd,9,Typ,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,WD ,Normal,228000
RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1401.0,GasA,Ex,Y,SBrkr,1511,2,Gd,6,Typ,Fa,Attchd,1995.0,Fin,3.0,811.0,TA,TA,Y,WD ,Normal,225000
RL,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,ALQ,1182.0,GasA,Ex,Y,SBrkr,1643,2,TA,6,Typ,Gd,Attchd,1966.0,Unf,2.0,438.0,TA,TA,Y,WD ,Normal,195000
RL,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,616.0,GasA,Gd,Y,SBrkr,616,2,Gd,8,Typ,NA,Attchd,1997.0,RFn,2.0,603.0,TA,TA,Y,WD ,Normal,200000
RL,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990.0,GasA,Ex,Y,SBrkr,990,1,TA,5,Typ,NA,Detchd,1997.0,Unf,2.0,528.0,TA,TA,Y,WD ,Normal,155000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1099.0,GasA,Ex,Y,SBrkr,1099,1,Gd,6,Typ,NA,Attchd,1999.0,Unf,1.0,352.0,TA,TA,Y,WD ,Normal,144000
RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990.0,GasA,Ex,Y,SBrkr,990,1,TA,5,Typ,NA,Detchd,1996.0,Unf,2.0,672.0,TA,TA,Y,WD ,Normal,145000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,1418.0,GasA,Ex,Y,SBrkr,1418,2,Gd,5,Typ,TA,Attchd,1997.0,RFn,2.0,558.0,TA,TA,Y,WD ,Normal,226001
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,864.0,GasA,Ex,Y,SBrkr,872,2,Gd,6,Typ,NA,Attchd,1997.0,RFn,2.0,600.0,TA,TA,Y,WD ,Normal,215700
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,782.0,GasA,Ex,Y,SBrkr,782,2,Gd,6,Typ,NA,Attchd,2000.0,RFn,2.0,532.0,TA,TA,Y,WD ,Normal,207500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,873.0,GasA,Ex,Y,SBrkr,882,2,Gd,7,Typ,NA,Attchd,1999.0,RFn,2.0,588.0,TA,TA,Y,WD ,Abnorml,193000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,880.0,GasA,Ex,Y,SBrkr,880,2,Gd,8,Typ,NA,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,WD ,Normal,188000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468.0,GasA,Ex,Y,SBrkr,1479,2,Gd,6,Typ,NA,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,WD ,Normal,191000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1494.0,GasA,Ex,Y,SBrkr,1494,2,Gd,6,Typ,TA,Attchd,2002.0,RFn,2.0,530.0,TA,TA,Y,WD ,Normal,221000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,963.0,GasA,Ex,Y,SBrkr,963,2,Gd,7,Typ,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,WD ,Normal,231500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,928.0,GasA,Ex,Y,SBrkr,928,2,Gd,6,Typ,NA,Attchd,2000.0,RFn,2.0,626.0,TA,TA,Y,WD ,Normal,235000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,920.0,GasA,Ex,Y,SBrkr,920,2,Gd,6,Typ,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,WD ,Normal,223500
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,938.0,GasA,TA,Y,SBrkr,938,1,TA,5,Typ,NA,Detchd,1977.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,130250
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,Unf,985.0,GasA,TA,Y,SBrkr,985,2,TA,6,Typ,NA,Attchd,1977.0,Unf,1.0,328.0,TA,TA,Y,WD ,Normal,149900
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,1174,1,TA,5,Typ,NA,Attchd,1978.0,Unf,2.0,528.0,TA,TA,Y,WD ,Normal,158000
RL,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,940.0,GasA,TA,Y,SBrkr,1026,1,TA,5,Typ,NA,Detchd,1981.0,Unf,2.0,576.0,TA,Fa,Y,WD ,Normal,147000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1076.0,GasA,TA,Y,SBrkr,1076,1,TA,5,Typ,Fa,Detchd,1985.0,Unf,2.0,576.0,TA,TA,Y,WD ,Abnorml,143195
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,864.0,GasA,TA,Y,SBrkr,1558,2,TA,5,Min2,NA,Attchd,1975.0,Fin,2.0,440.0,TA,TA,Y,WD ,Normal,163000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,924.0,GasA,TA,Y,SBrkr,924,1,TA,5,Typ,NA,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,WD ,Normal,110000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,864.0,GasA,TA,Y,SBrkr,864,1,TA,5,Typ,NA,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,WD ,Normal,127000
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,780.0,GasA,Ex,Y,SBrkr,780,1,TA,4,Typ,NA,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,WD ,Normal,124900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1777.0,GasA,Ex,Y,SBrkr,1795,2,Gd,7,Typ,Gd,Attchd,2002.0,RFn,2.0,534.0,TA,TA,Y,WD ,Normal,230000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1128.0,GasA,Ex,Y,SBrkr,1128,2,Gd,7,Typ,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,WD ,Normal,237000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,992.0,GasA,Ex,Y,SBrkr,992,2,Gd,7,Typ,TA,Attchd,2000.0,RFn,3.0,839.0,TA,TA,Y,WD ,Normal,235000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1257.0,GasA,Ex,Y,SBrkr,1290,2,Gd,8,Typ,TA,Attchd,2001.0,RFn,2.0,570.0,TA,TA,Y,WD ,Normal,230500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1004.0,GasA,Ex,Y,SBrkr,1004,2,Gd,7,Typ,TA,Attchd,1999.0,Fin,3.0,660.0,TA,TA,Y,WD ,Normal,230000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1153.0,GasA,Ex,Y,SBrkr,1153,2,Gd,8,Typ,TA,Attchd,1998.0,Fin,2.0,541.0,TA,TA,Y,WD ,Normal,222500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1055.0,GasA,Ex,Y,SBrkr,1055,2,Gd,7,Typ,TA,BuiltIn,2001.0,Fin,2.0,905.0,TA,TA,Y,WD ,Normal,287000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1357.0,GasA,Ex,Y,SBrkr,1366,2,Gd,7,Typ,TA,BuiltIn,2001.0,Fin,3.0,725.0,TA,TA,Y,WD ,Normal,274000
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1778.0,GasA,Ex,Y,SBrkr,1786,2,Gd,6,Typ,Gd,Attchd,2002.0,RFn,3.0,715.0,TA,TA,Y,WD ,Normal,300000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1128.0,GasA,Ex,Y,SBrkr,1149,2,Gd,9,Typ,Gd,Attchd,2002.0,Unf,2.0,779.0,TA,TA,Y,WD ,Normal,255900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,884.0,GasA,Ex,Y,SBrkr,884,2,Gd,8,Typ,NA,Attchd,2003.0,RFn,2.0,543.0,TA,TA,Y,WD ,Normal,224900
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1129.0,GasA,Ex,Y,SBrkr,1129,2,Gd,9,Typ,Gd,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,WD ,Normal,240000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798.0,GasA,Ex,Y,SBrkr,798,2,Gd,6,Typ,NA,Attchd,2003.0,RFn,2.0,595.0,TA,TA,Y,WD ,Normal,183000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,850.0,GasA,Ex,Y,SBrkr,886,2,Gd,7,Typ,TA,Attchd,1999.0,Unf,2.0,560.0,TA,TA,Y,WD ,Normal,207000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,915.0,GasA,Ex,Y,SBrkr,933,2,Gd,8,Typ,TA,Attchd,1994.0,Unf,2.0,493.0,TA,TA,Y,WD ,Normal,210000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,848,1,Gd,3,Typ,NA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,WD ,Normal,136500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,848,1,Gd,3,Typ,NA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,WD ,Normal,145000
RL,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,1478.0,GasA,Ex,Y,SBrkr,1493,2,Gd,7,Typ,TA,Attchd,1997.0,Fin,2.0,508.0,TA,TA,Y,WD ,Normal,208900
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,LwQ,1838.0,GasA,Ex,Y,SBrkr,1838,2,TA,8,Typ,NA,Attchd,1998.0,Unf,3.0,721.0,TA,TA,Y,WD ,Abnorml,185000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1536.0,GasA,Ex,Y,SBrkr,1536,2,Gd,7,Typ,NA,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,WD ,Normal,214000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,856.0,GasA,Ex,Y,SBrkr,856,2,Gd,8,Typ,NA,Attchd,2003.0,RFn,2.0,548.0,TA,TA,Y,WD ,Normal,208500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1445.0,GasA,Ex,Y,SBrkr,1445,2,Gd,6,Typ,NA,Attchd,2004.0,Unf,2.0,470.0,TA,TA,Y,WD ,Normal,186500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1436.0,GasA,Ex,Y,SBrkr,1436,2,Gd,8,Typ,NA,Attchd,2004.0,Unf,2.0,484.0,TA,TA,Y,WD ,Normal,210000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,770.0,GasA,Ex,Y,SBrkr,770,2,Gd,6,Typ,NA,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,WD ,Normal,185900
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1234.0,GasA,Ex,Y,SBrkr,1234,2,Gd,7,Typ,NA,Attchd,2007.0,RFn,2.0,484.0,TA,TA,Y,WD ,Normal,179900
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1564.0,GasA,Ex,Y,SBrkr,1564,2,Gd,6,Typ,NA,Attchd,2007.0,RFn,3.0,814.0,TA,TA,Y,WD ,Normal,218836
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1351.0,GasA,Ex,Y,SBrkr,1361,2,Gd,6,Typ,NA,Attchd,2007.0,RFn,2.0,610.0,TA,TA,Y,WD ,Normal,193000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,728.0,GasA,Ex,Y,SBrkr,728,2,Gd,7,Typ,Gd,Attchd,2005.0,Fin,2.0,410.0,TA,TA,Y,WD ,Normal,189000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,848,1,Gd,3,Typ,TA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,WD ,Normal,149300
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,848,1,Gd,3,Typ,TA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,WD ,Normal,141000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,848,1,Gd,3,Typ,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,WD ,Normal,149000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,848,1,Gd,4,Typ,Gd,Attchd,2004.0,Fin,2.0,420.0,TA,TA,Y,ConLD,Normal,144500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,796.0,GasA,Gd,Y,FuseA,796,1,TA,4,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,P,WD ,Normal,85000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1272.0,GasA,Gd,Y,SBrkr,1272,2,TA,9,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,WD ,Normal,145900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1092.0,GasA,TA,Y,SBrkr,1092,1,TA,6,Typ,NA,Attchd,1966.0,Unf,1.0,264.0,TA,TA,Y,COD,Abnorml,123000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,LwQ,1256.0,GasA,Gd,Y,SBrkr,1256,1,TA,6,Typ,NA,Attchd,1965.0,Fin,1.0,276.0,TA,TA,Y,WD ,Normal,147500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,Unf,456.0,GasA,Ex,Y,SBrkr,1033,1,TA,6,Typ,NA,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,WD ,Family,165000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,Ex,No,BLQ,Unf,1127.0,GasA,TA,Y,SBrkr,1127,1,TA,6,Typ,Po,Detchd,1991.0,Unf,2.0,480.0,TA,TA,Y,WD ,Normal,135000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,996.0,GasA,Ex,Y,SBrkr,996,1,TA,6,Typ,Gd,NA,0.0,NA,0.0,0.0,NA,NA,Y,WD ,Normal,108000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,1138.0,GasA,TA,Y,SBrkr,1181,2,TA,6,Typ,NA,Detchd,1974.0,RFn,2.0,588.0,TA,TA,Y,WD ,Normal,137500
